empresa;descrição;cidade;protocolo;created_at;Nome do Técnico;status_os;data_encerramento_prot;OLT;Regional;Motivo
FiberTech;Reparo de Fibra;Hortolândia;20264694789;15/01/2026 16:58:25;João Silva;Aberto;16/01/2026 14:58:25;OLT-HUAWEI-10;Hortolândia;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Campinas;20268281883;16/02/2026 10:15:59;João Silva;Em deslocamento;18/02/2026 02:15:59;OLT-HUAWEI-3;Campinas;Mudança de Endereço
FiberTech;Troca de Tecnologia;Campinas;20269088242;01/01/2026 08:02:38;Maria Oliveira;Em deslocamento;01/01/2026 12:02:38;OLT-ZTE-3;Campinas;Troca de Tecnologia
Horizon Telecom;Troca de Tecnologia;Valinhos;20265792202;27/01/2026 14:59:10;João Silva;Pendente;29/01/2026 08:59:10;OLT-NOKIA-6;Valinhos;Troca de Tecnologia
Conecta+;Mudança de Endereço;Sumaré;20262113489;14/01/2026 06:12:12;Carlos Santos;Aberto;15/01/2026 08:12:12;OLT-NOKIA-10;Sumaré;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Sumaré;20262017270;13/01/2026 19:58:30;João Silva;Em deslocamento;15/01/2026 18:58:30;OLT-HUAWEI-8;Sumaré;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Americana;20267555923;25/01/2026 20:05:15;Kevyn Ferrezin;Pendente;26/01/2026 22:05:15;OLT-NOKIA-5;Americana;Mudança de Endereço
Conecta+;Mudança de Endereço;Americana;20261149944;10/01/2026 12:02:20;Carlos Santos;Pendente;12/01/2026 04:02:20;OLT-ZTE-3;Americana;Mudança de Endereço
FiberTech;Suporte Wi-Fi;Valinhos;20265008253;21/01/2026 12:38:05;Kevyn Ferrezin;Pendente;23/01/2026 11:38:05;OLT-HUAWEI-6;Valinhos;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Americana;20267292608;29/01/2026 11:05:03;Kevyn Ferrezin;Pendente;30/01/2026 02:05:03;OLT-HUAWEI-6;Americana;Suporte Wi-Fi
FiberTech;Instalação Nova;Hortolândia;20269607942;13/01/2026 15:51:21;Maria Oliveira;Pendente;14/01/2026 19:51:21;OLT-NOKIA-8;Hortolândia;Instalação Nova
Conecta+;Reparo de Fibra;Hortolândia;20263057057;27/01/2026 07:23:47;Carlos Santos;Pendente;28/01/2026 08:23:47;OLT-ZTE-6;Hortolândia;Reparo de Fibra
Horizon Telecom;Instalação Nova;Hortolândia;20269508334;18/01/2026 07:11:39;Kevyn Ferrezin;Pendente;19/01/2026 17:11:39;OLT-HUAWEI-4;Hortolândia;Instalação Nova
FiberTech;Reparo de Fibra;Paulínia;20263055365;17/02/2026 15:28:22;Kevyn Ferrezin;Pendente;19/02/2026 14:28:22;OLT-NOKIA-7;Paulínia;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Campinas;20261042209;07/02/2026 13:03:23;Maria Oliveira;Em deslocamento;09/02/2026 10:03:23;OLT-ZTE-6;Campinas;Troca de Tecnologia
Conecta+;Instalação Nova;Valinhos;20264285234;01/01/2026 16:50:34;Ana Souza;Pendente;02/01/2026 20:50:34;OLT-NOKIA-7;Valinhos;Instalação Nova
FiberTech;Reparo de Fibra;Sumaré;20267887988;08/02/2026 10:13:56;Kevyn Ferrezin;Em deslocamento;10/02/2026 09:13:56;OLT-HUAWEI-8;Sumaré;Reparo de Fibra
Horizon Telecom;Instalação Nova;Paulínia;20265044156;07/01/2026 17:41:00;Carlos Santos;Em deslocamento;08/01/2026 13:41:00;OLT-NOKIA-8;Paulínia;Instalação Nova
Horizon Telecom;Mudança de Endereço;Campinas;20269829089;02/01/2026 21:13:25;Ana Souza;Em deslocamento;03/01/2026 03:13:25;OLT-HUAWEI-2;Campinas;Mudança de Endereço
Conecta+;Instalação Nova;Sumaré;20262338762;11/02/2026 21:23:19;Kevyn Ferrezin;Em deslocamento;12/02/2026 05:23:19;OLT-HUAWEI-6;Sumaré;Instalação Nova
Horizon Telecom;Instalação Nova;Hortolândia;20268365713;01/01/2026 08:23:02;Ana Souza;Pendente;03/01/2026 05:23:02;OLT-HUAWEI-9;Hortolândia;Instalação Nova
Horizon Telecom;Instalação Nova;Americana;20267903231;22/01/2026 08:02:58;Kevyn Ferrezin;Em deslocamento;22/01/2026 10:02:58;OLT-ZTE-2;Americana;Instalação Nova
Conecta+;Mudança de Endereço;Campinas;20267172618;17/01/2026 22:59:53;Maria Oliveira;Aberto;19/01/2026 17:59:53;OLT-ZTE-7;Campinas;Mudança de Endereço
Horizon Telecom;Suporte Wi-Fi;Paulínia;20269307847;22/01/2026 10:40:39;Ana Souza;Pendente;23/01/2026 23:40:39;OLT-ZTE-1;Paulínia;Suporte Wi-Fi
FiberTech;Mudança de Endereço;Campinas;20265772739;29/01/2026 16:45:26;Ana Souza;Pendente;30/01/2026 16:45:26;OLT-HUAWEI-2;Campinas;Mudança de Endereço
Conecta+;Instalação Nova;Americana;20263328090;04/01/2026 06:01:10;Maria Oliveira;Aberto;06/01/2026 00:01:10;OLT-ZTE-6;Americana;Instalação Nova
Conecta+;Reparo de Fibra;Paulínia;20261771201;28/01/2026 02:51:45;Ana Souza;Em deslocamento;28/01/2026 15:51:45;OLT-HUAWEI-3;Paulínia;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Americana;20263666347;03/01/2026 02:54:56;João Silva;Pendente;03/01/2026 14:54:56;OLT-HUAWEI-4;Americana;Troca de Tecnologia
Conecta+;Troca de Tecnologia;Hortolândia;20267067136;12/02/2026 11:49:04;Kevyn Ferrezin;Pendente;13/02/2026 11:49:04;OLT-ZTE-7;Hortolândia;Troca de Tecnologia
FiberTech;Reparo de Fibra;Valinhos;20269280017;30/01/2026 13:56:05;Ana Souza;Pendente;01/02/2026 06:56:05;OLT-HUAWEI-5;Valinhos;Reparo de Fibra
Conecta+;Reparo de Fibra;Campinas;20264774469;30/01/2026 04:04:29;Ana Souza;Aberto;31/01/2026 10:04:29;OLT-ZTE-3;Campinas;Reparo de Fibra
Conecta+;Instalação Nova;Valinhos;20262393879;16/02/2026 14:59:30;Ana Souza;Pendente;17/02/2026 17:59:30;OLT-NOKIA-5;Valinhos;Instalação Nova
FiberTech;Reparo de Fibra;Hortolândia;20268811407;16/01/2026 13:55:11;Maria Oliveira;Em deslocamento;18/01/2026 07:55:11;OLT-ZTE-8;Hortolândia;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Hortolândia;20266126447;01/01/2026 20:36:22;Ana Souza;Em deslocamento;03/01/2026 16:36:22;OLT-NOKIA-2;Hortolândia;Reparo de Fibra
Conecta+;Troca de Tecnologia;Americana;20264443364;17/01/2026 18:59:18;Maria Oliveira;Pendente;18/01/2026 02:59:18;OLT-HUAWEI-9;Americana;Troca de Tecnologia
FiberTech;Mudança de Endereço;Campinas;20265483769;08/02/2026 06:26:33;João Silva;Em deslocamento;09/02/2026 14:26:33;OLT-HUAWEI-5;Campinas;Mudança de Endereço
FiberTech;Mudança de Endereço;Hortolândia;20268975650;14/01/2026 07:27:04;Kevyn Ferrezin;Em deslocamento;16/01/2026 01:27:04;OLT-HUAWEI-2;Hortolândia;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Paulínia;20263772947;02/01/2026 12:41:38;Kevyn Ferrezin;Aberto;02/01/2026 21:41:38;OLT-HUAWEI-8;Paulínia;Suporte Wi-Fi
Horizon Telecom;Reparo de Fibra;Paulínia;20261741485;14/02/2026 05:43:05;Ana Souza;Em deslocamento;15/02/2026 19:43:05;OLT-HUAWEI-1;Paulínia;Reparo de Fibra
FiberTech;Mudança de Endereço;Paulínia;20267214683;05/01/2026 04:17:28;Ana Souza;Aberto;05/01/2026 23:17:28;OLT-NOKIA-1;Paulínia;Mudança de Endereço
Conecta+;Mudança de Endereço;Hortolândia;20267107287;21/01/2026 21:05:15;Maria Oliveira;Aberto;23/01/2026 02:05:15;OLT-NOKIA-7;Hortolândia;Mudança de Endereço
Horizon Telecom;Mudança de Endereço;Hortolândia;20264809415;11/02/2026 16:58:50;Carlos Santos;Aberto;13/02/2026 13:58:50;OLT-ZTE-2;Hortolândia;Mudança de Endereço
Horizon Telecom;Troca de Tecnologia;Campinas;20264627455;12/02/2026 01:25:14;João Silva;Em deslocamento;13/02/2026 15:25:14;OLT-ZTE-9;Campinas;Troca de Tecnologia
FiberTech;Instalação Nova;Hortolândia;20262766474;11/01/2026 10:18:39;Ana Souza;Em deslocamento;12/01/2026 13:18:39;OLT-NOKIA-6;Hortolândia;Instalação Nova
FiberTech;Instalação Nova;Americana;20265814614;23/01/2026 18:51:14;Kevyn Ferrezin;Aberto;25/01/2026 14:51:14;OLT-ZTE-2;Americana;Instalação Nova
Conecta+;Mudança de Endereço;Sumaré;20268567165;02/02/2026 05:04:02;Carlos Santos;Aberto;02/02/2026 13:04:02;OLT-HUAWEI-8;Sumaré;Mudança de Endereço
FiberTech;Mudança de Endereço;Paulínia;20266279891;08/01/2026 05:15:11;Carlos Santos;Pendente;10/01/2026 00:15:11;OLT-ZTE-7;Paulínia;Mudança de Endereço
Horizon Telecom;Suporte Wi-Fi;Paulínia;20267521011;13/02/2026 09:41:23;Carlos Santos;Pendente;14/02/2026 22:41:23;OLT-ZTE-8;Paulínia;Suporte Wi-Fi
Conecta+;Troca de Tecnologia;Hortolândia;20269868090;14/02/2026 16:14:37;Maria Oliveira;Aberto;15/02/2026 21:14:37;OLT-NOKIA-1;Hortolândia;Troca de Tecnologia
FiberTech;Mudança de Endereço;Valinhos;20269031083;14/01/2026 19:46:48;Maria Oliveira;Aberto;16/01/2026 01:46:48;OLT-ZTE-2;Valinhos;Mudança de Endereço
Conecta+;Troca de Tecnologia;Sumaré;20268274981;07/02/2026 13:44:54;Carlos Santos;Pendente;08/02/2026 03:44:54;OLT-HUAWEI-2;Sumaré;Troca de Tecnologia
FiberTech;Instalação Nova;Campinas;20266651641;09/02/2026 19:24:41;Maria Oliveira;Aberto;11/02/2026 19:24:41;OLT-ZTE-3;Campinas;Instalação Nova
Horizon Telecom;Mudança de Endereço;Paulínia;20266415568;28/01/2026 03:25:19;Maria Oliveira;Aberto;29/01/2026 18:25:19;OLT-ZTE-6;Paulínia;Mudança de Endereço
FiberTech;Instalação Nova;Americana;20261355784;01/01/2026 01:59:38;João Silva;Pendente;02/01/2026 05:59:38;OLT-ZTE-6;Americana;Instalação Nova
Horizon Telecom;Instalação Nova;Americana;20269776641;25/01/2026 21:09:29;Maria Oliveira;Aberto;27/01/2026 11:09:29;OLT-NOKIA-4;Americana;Instalação Nova
Horizon Telecom;Instalação Nova;Paulínia;20261872707;18/02/2026 16:51:52;Maria Oliveira;Em deslocamento;19/02/2026 00:51:52;OLT-ZTE-3;Paulínia;Instalação Nova
Conecta+;Mudança de Endereço;Paulínia;20261594791;08/01/2026 19:00:15;Kevyn Ferrezin;Aberto;10/01/2026 04:00:15;OLT-ZTE-7;Paulínia;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Campinas;20262258468;02/02/2026 05:38:41;Ana Souza;Em deslocamento;03/02/2026 07:38:41;OLT-ZTE-7;Campinas;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Sumaré;20269712266;15/01/2026 19:28:23;Carlos Santos;Aberto;16/01/2026 14:28:23;OLT-HUAWEI-4;Sumaré;Suporte Wi-Fi
Conecta+;Instalação Nova;Valinhos;20261416447;03/02/2026 15:22:57;Ana Souza;Aberto;05/02/2026 11:22:57;OLT-ZTE-10;Valinhos;Instalação Nova
FiberTech;Troca de Tecnologia;Americana;20266652482;21/01/2026 19:54:08;João Silva;Em deslocamento;23/01/2026 17:54:08;OLT-HUAWEI-7;Americana;Troca de Tecnologia
Horizon Telecom;Reparo de Fibra;Valinhos;20265204464;02/01/2026 21:40:06;Maria Oliveira;Em deslocamento;03/01/2026 04:40:06;OLT-HUAWEI-6;Valinhos;Reparo de Fibra
Horizon Telecom;Suporte Wi-Fi;Sumaré;20269018573;01/02/2026 07:51:01;Carlos Santos;Pendente;03/02/2026 06:51:01;OLT-NOKIA-5;Sumaré;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Campinas;20264724952;07/02/2026 23:10:49;Ana Souza;Em deslocamento;09/02/2026 22:10:49;OLT-ZTE-5;Campinas;Troca de Tecnologia
Horizon Telecom;Mudança de Endereço;Hortolândia;20267951028;22/01/2026 09:00:56;Ana Souza;Em deslocamento;24/01/2026 09:00:56;OLT-ZTE-4;Hortolândia;Mudança de Endereço
Conecta+;Mudança de Endereço;Hortolândia;20262871824;05/01/2026 12:13:45;João Silva;Em deslocamento;05/01/2026 19:13:45;OLT-ZTE-7;Hortolândia;Mudança de Endereço
FiberTech;Troca de Tecnologia;Paulínia;20263478295;07/01/2026 10:51:42;Ana Souza;Pendente;08/01/2026 13:51:42;OLT-HUAWEI-4;Paulínia;Troca de Tecnologia
FiberTech;Reparo de Fibra;Paulínia;20268788096;15/01/2026 00:14:28;Ana Souza;Aberto;16/01/2026 10:14:28;OLT-ZTE-7;Paulínia;Reparo de Fibra
Horizon Telecom;Instalação Nova;Valinhos;20269085317;05/01/2026 17:46:04;Maria Oliveira;Em deslocamento;06/01/2026 15:46:04;OLT-HUAWEI-2;Valinhos;Instalação Nova
Horizon Telecom;Reparo de Fibra;Campinas;20264928320;17/01/2026 23:31:20;Maria Oliveira;Pendente;18/01/2026 18:31:20;OLT-ZTE-6;Campinas;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Paulínia;20268796534;18/01/2026 21:13:16;Ana Souza;Pendente;20/01/2026 20:13:16;OLT-NOKIA-8;Paulínia;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Valinhos;20262958464;11/01/2026 18:42:25;João Silva;Pendente;12/01/2026 08:42:25;OLT-ZTE-4;Valinhos;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Paulínia;20261144511;10/02/2026 06:52:26;Ana Souza;Pendente;10/02/2026 08:52:26;OLT-ZTE-8;Paulínia;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Paulínia;20269494943;12/01/2026 03:53:34;Ana Souza;Aberto;13/01/2026 23:53:34;OLT-NOKIA-4;Paulínia;Suporte Wi-Fi
FiberTech;Instalação Nova;Sumaré;20266162493;09/02/2026 19:25:55;Maria Oliveira;Pendente;11/02/2026 18:25:55;OLT-ZTE-7;Sumaré;Instalação Nova
FiberTech;Suporte Wi-Fi;Hortolândia;20262634262;04/02/2026 21:18:49;Kevyn Ferrezin;Aberto;05/02/2026 03:18:49;OLT-ZTE-2;Hortolândia;Suporte Wi-Fi
FiberTech;Mudança de Endereço;Campinas;20265334695;16/02/2026 09:00:08;Carlos Santos;Aberto;18/02/2026 09:00:08;OLT-ZTE-6;Campinas;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Paulínia;20268686549;01/02/2026 00:11:13;Carlos Santos;Em deslocamento;01/02/2026 11:11:13;OLT-ZTE-4;Paulínia;Reparo de Fibra
FiberTech;Troca de Tecnologia;Campinas;20262525545;17/02/2026 10:42:00;Kevyn Ferrezin;Pendente;18/02/2026 18:42:00;OLT-HUAWEI-2;Campinas;Troca de Tecnologia
Conecta+;Mudança de Endereço;Hortolândia;20265210560;20/01/2026 09:29:02;João Silva;Em deslocamento;21/01/2026 20:29:02;OLT-NOKIA-8;Hortolândia;Mudança de Endereço
FiberTech;Mudança de Endereço;Americana;20267156137;11/02/2026 05:54:10;Carlos Santos;Aberto;11/02/2026 19:54:10;OLT-NOKIA-7;Americana;Mudança de Endereço
Conecta+;Reparo de Fibra;Sumaré;20264705436;14/02/2026 17:49:10;Maria Oliveira;Pendente;15/02/2026 19:49:10;OLT-ZTE-4;Sumaré;Reparo de Fibra
Conecta+;Troca de Tecnologia;Paulínia;20266581256;10/02/2026 13:15:49;Ana Souza;Aberto;10/02/2026 18:15:49;OLT-HUAWEI-6;Paulínia;Troca de Tecnologia
Conecta+;Instalação Nova;Valinhos;20264681682;24/01/2026 21:24:01;João Silva;Em deslocamento;25/01/2026 02:24:01;OLT-HUAWEI-8;Valinhos;Instalação Nova
Horizon Telecom;Instalação Nova;Valinhos;20267670840;30/01/2026 15:54:33;Maria Oliveira;Aberto;31/01/2026 19:54:33;OLT-ZTE-10;Valinhos;Instalação Nova
Horizon Telecom;Reparo de Fibra;Paulínia;20267915652;13/02/2026 14:34:21;Kevyn Ferrezin;Pendente;13/02/2026 20:34:21;OLT-ZTE-2;Paulínia;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Hortolândia;20264043501;17/01/2026 17:42:53;Carlos Santos;Pendente;17/01/2026 21:42:53;OLT-HUAWEI-4;Hortolândia;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Americana;20265200924;20/01/2026 19:57:31;Carlos Santos;Em deslocamento;20/01/2026 22:57:31;OLT-NOKIA-1;Americana;Troca de Tecnologia
Conecta+;Mudança de Endereço;Sumaré;20263255353;16/01/2026 06:46:33;Kevyn Ferrezin;Aberto;18/01/2026 05:46:33;OLT-ZTE-2;Sumaré;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Sumaré;20265158802;10/02/2026 02:43:55;Maria Oliveira;Pendente;11/02/2026 08:43:55;OLT-HUAWEI-1;Sumaré;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Hortolândia;20267190877;03/02/2026 04:17:05;Kevyn Ferrezin;Pendente;04/02/2026 14:17:05;OLT-ZTE-6;Hortolândia;Reparo de Fibra
Conecta+;Suporte Wi-Fi;Paulínia;20262636900;03/01/2026 09:06:03;Carlos Santos;Aberto;04/01/2026 18:06:03;OLT-ZTE-4;Paulínia;Suporte Wi-Fi
FiberTech;Suporte Wi-Fi;Campinas;20266859661;10/01/2026 19:21:49;João Silva;Aberto;11/01/2026 13:21:49;OLT-HUAWEI-4;Campinas;Suporte Wi-Fi
Conecta+;Instalação Nova;Americana;20261806667;02/01/2026 17:58:00;Maria Oliveira;Em deslocamento;03/01/2026 18:58:00;OLT-NOKIA-7;Americana;Instalação Nova
Conecta+;Mudança de Endereço;Campinas;20262227667;09/02/2026 08:13:50;Ana Souza;Aberto;10/02/2026 04:13:50;OLT-ZTE-5;Campinas;Mudança de Endereço
Conecta+;Mudança de Endereço;Americana;20265724532;29/01/2026 00:28:05;Carlos Santos;Aberto;30/01/2026 17:28:05;OLT-ZTE-2;Americana;Mudança de Endereço
FiberTech;Mudança de Endereço;Campinas;20261423213;09/01/2026 04:01:34;Kevyn Ferrezin;Pendente;10/01/2026 18:01:34;OLT-HUAWEI-5;Campinas;Mudança de Endereço
FiberTech;Suporte Wi-Fi;Hortolândia;20263392523;26/01/2026 04:12:29;Ana Souza;Em deslocamento;28/01/2026 02:12:29;OLT-ZTE-5;Hortolândia;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Valinhos;20261624340;31/01/2026 01:30:52;Kevyn Ferrezin;Aberto;01/02/2026 21:30:52;OLT-ZTE-8;Valinhos;Mudança de Endereço
Conecta+;Reparo de Fibra;Sumaré;20264638276;30/01/2026 01:36:42;Kevyn Ferrezin;Aberto;31/01/2026 13:36:42;OLT-HUAWEI-7;Sumaré;Reparo de Fibra
Conecta+;Instalação Nova;Paulínia;20268164755;19/01/2026 05:23:27;Carlos Santos;Pendente;19/01/2026 07:23:27;OLT-ZTE-6;Paulínia;Instalação Nova
FiberTech;Instalação Nova;Sumaré;20267542998;10/02/2026 17:24:26;Ana Souza;Em deslocamento;10/02/2026 21:24:26;OLT-NOKIA-1;Sumaré;Instalação Nova
Horizon Telecom;Reparo de Fibra;Valinhos;20264011869;13/01/2026 11:34:25;Maria Oliveira;Em deslocamento;14/01/2026 08:34:25;OLT-ZTE-4;Valinhos;Reparo de Fibra
FiberTech;Reparo de Fibra;Paulínia;20269693010;22/01/2026 17:02:44;Ana Souza;Em deslocamento;24/01/2026 12:02:44;OLT-NOKIA-2;Paulínia;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Valinhos;20265369858;31/01/2026 01:27:25;Kevyn Ferrezin;Pendente;01/02/2026 06:27:25;OLT-NOKIA-5;Valinhos;Troca de Tecnologia
FiberTech;Mudança de Endereço;Sumaré;20267558714;02/02/2026 03:29:38;Ana Souza;Pendente;04/02/2026 02:29:38;OLT-NOKIA-7;Sumaré;Mudança de Endereço
Conecta+;Instalação Nova;Valinhos;20268443996;09/02/2026 14:31:53;Carlos Santos;Aberto;10/02/2026 23:31:53;OLT-NOKIA-1;Valinhos;Instalação Nova
Horizon Telecom;Mudança de Endereço;Valinhos;20262604437;02/01/2026 11:58:37;Maria Oliveira;Aberto;03/01/2026 00:58:37;OLT-HUAWEI-10;Valinhos;Mudança de Endereço
Horizon Telecom;Troca de Tecnologia;Sumaré;20264369525;04/02/2026 21:39:23;Ana Souza;Pendente;05/02/2026 05:39:23;OLT-ZTE-6;Sumaré;Troca de Tecnologia
Horizon Telecom;Instalação Nova;Valinhos;20267517105;27/01/2026 01:13:20;Kevyn Ferrezin;Pendente;27/01/2026 10:13:20;OLT-HUAWEI-5;Valinhos;Instalação Nova
FiberTech;Reparo de Fibra;Campinas;20262344040;02/01/2026 22:08:37;Ana Souza;Em deslocamento;03/01/2026 01:08:37;OLT-ZTE-1;Campinas;Reparo de Fibra
FiberTech;Troca de Tecnologia;Valinhos;20265899096;04/01/2026 07:20:19;Kevyn Ferrezin;Pendente;06/01/2026 03:20:19;OLT-ZTE-7;Valinhos;Troca de Tecnologia
FiberTech;Troca de Tecnologia;Paulínia;20268106228;17/02/2026 02:17:15;Kevyn Ferrezin;Em deslocamento;18/02/2026 22:17:15;OLT-HUAWEI-6;Paulínia;Troca de Tecnologia
Conecta+;Reparo de Fibra;Americana;20267349043;06/01/2026 14:37:27;Maria Oliveira;Aberto;08/01/2026 00:37:27;OLT-HUAWEI-2;Americana;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Hortolândia;20262995686;03/02/2026 07:49:53;João Silva;Em deslocamento;03/02/2026 14:49:53;OLT-ZTE-2;Hortolândia;Reparo de Fibra
Conecta+;Suporte Wi-Fi;Paulínia;20261347542;31/01/2026 19:32:21;Ana Souza;Pendente;01/02/2026 20:32:21;OLT-HUAWEI-10;Paulínia;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Valinhos;20269554739;14/01/2026 01:46:36;Carlos Santos;Em deslocamento;15/01/2026 03:46:36;OLT-ZTE-2;Valinhos;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Valinhos;20267948672;01/02/2026 14:45:34;João Silva;Em deslocamento;03/02/2026 08:45:34;OLT-NOKIA-6;Valinhos;Troca de Tecnologia
Conecta+;Mudança de Endereço;Valinhos;20263931524;31/01/2026 07:51:03;João Silva;Aberto;02/02/2026 03:51:03;OLT-ZTE-6;Valinhos;Mudança de Endereço
FiberTech;Suporte Wi-Fi;Campinas;20265951075;31/01/2026 21:44:01;Kevyn Ferrezin;Aberto;02/02/2026 01:44:01;OLT-NOKIA-1;Campinas;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Campinas;20262288468;14/02/2026 13:56:57;Ana Souza;Em deslocamento;15/02/2026 14:56:57;OLT-ZTE-6;Campinas;Troca de Tecnologia
FiberTech;Troca de Tecnologia;Valinhos;20266291974;18/02/2026 16:06:06;Carlos Santos;Aberto;19/02/2026 14:06:06;OLT-ZTE-6;Valinhos;Troca de Tecnologia
FiberTech;Mudança de Endereço;Paulínia;20266502548;27/01/2026 19:45:17;Maria Oliveira;Em deslocamento;29/01/2026 09:45:17;OLT-HUAWEI-8;Paulínia;Mudança de Endereço
Horizon Telecom;Mudança de Endereço;Sumaré;20262284741;10/01/2026 12:07:01;Maria Oliveira;Aberto;12/01/2026 09:07:01;OLT-ZTE-3;Sumaré;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Valinhos;20261552237;12/01/2026 15:52:32;João Silva;Aberto;13/01/2026 09:52:32;OLT-ZTE-2;Valinhos;Suporte Wi-Fi
FiberTech;Reparo de Fibra;Valinhos;20264783424;11/02/2026 17:28:43;João Silva;Em deslocamento;12/02/2026 22:28:43;OLT-HUAWEI-8;Valinhos;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Campinas;20262988244;30/01/2026 21:18:33;Maria Oliveira;Em deslocamento;01/02/2026 09:18:33;OLT-NOKIA-1;Campinas;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Americana;20264307074;26/01/2026 17:21:34;Carlos Santos;Aberto;27/01/2026 04:21:34;OLT-ZTE-2;Americana;Suporte Wi-Fi
Conecta+;Reparo de Fibra;Sumaré;20266436585;02/01/2026 06:59:21;Maria Oliveira;Aberto;02/01/2026 12:59:21;OLT-ZTE-10;Sumaré;Reparo de Fibra
FiberTech;Troca de Tecnologia;Sumaré;20265687755;11/01/2026 05:17:49;Kevyn Ferrezin;Em deslocamento;12/01/2026 05:17:49;OLT-HUAWEI-8;Sumaré;Troca de Tecnologia
Horizon Telecom;Mudança de Endereço;Paulínia;20268323317;17/02/2026 05:16:51;João Silva;Aberto;17/02/2026 14:16:51;OLT-ZTE-10;Paulínia;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Sumaré;20263669720;06/01/2026 05:47:35;João Silva;Em deslocamento;07/01/2026 09:47:35;OLT-HUAWEI-2;Sumaré;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Americana;20265606578;23/01/2026 05:06:33;Kevyn Ferrezin;Em deslocamento;23/01/2026 07:06:33;OLT-ZTE-2;Americana;Suporte Wi-Fi
FiberTech;Reparo de Fibra;Paulínia;20261701864;04/02/2026 18:53:55;Maria Oliveira;Em deslocamento;06/02/2026 12:53:55;OLT-ZTE-10;Paulínia;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Valinhos;20268029760;31/01/2026 19:51:35;Kevyn Ferrezin;Pendente;02/02/2026 11:51:35;OLT-NOKIA-7;Valinhos;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Sumaré;20263284205;09/02/2026 02:07:42;João Silva;Pendente;11/02/2026 01:07:42;OLT-ZTE-4;Sumaré;Reparo de Fibra
Conecta+;Reparo de Fibra;Hortolândia;20266712698;20/01/2026 21:02:51;Carlos Santos;Em deslocamento;21/01/2026 05:02:51;OLT-NOKIA-8;Hortolândia;Reparo de Fibra
FiberTech;Mudança de Endereço;Hortolândia;20264236133;24/01/2026 19:20:43;Kevyn Ferrezin;Pendente;25/01/2026 04:20:43;OLT-NOKIA-10;Hortolândia;Mudança de Endereço
Horizon Telecom;Suporte Wi-Fi;Valinhos;20264334634;24/01/2026 00:17:30;Ana Souza;Aberto;24/01/2026 20:17:30;OLT-NOKIA-6;Valinhos;Suporte Wi-Fi
Conecta+;Troca de Tecnologia;Sumaré;20265007220;31/01/2026 12:49:36;Carlos Santos;Pendente;01/02/2026 08:49:36;OLT-HUAWEI-9;Sumaré;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Campinas;20264426534;07/01/2026 13:34:29;Maria Oliveira;Em deslocamento;08/01/2026 10:34:29;OLT-NOKIA-8;Campinas;Suporte Wi-Fi
Conecta+;Troca de Tecnologia;Campinas;20264211807;25/01/2026 09:57:48;Ana Souza;Aberto;26/01/2026 03:57:48;OLT-HUAWEI-2;Campinas;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Americana;20267523852;26/01/2026 04:49:24;Carlos Santos;Pendente;27/01/2026 18:49:24;OLT-ZTE-3;Americana;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Hortolândia;20261843196;12/02/2026 21:37:45;Ana Souza;Em deslocamento;14/02/2026 16:37:45;OLT-NOKIA-8;Hortolândia;Troca de Tecnologia
Conecta+;Mudança de Endereço;Sumaré;20262012395;17/01/2026 18:16:29;Ana Souza;Em deslocamento;19/01/2026 03:16:29;OLT-ZTE-9;Sumaré;Mudança de Endereço
