empresa;descrição;cidade;protocolo;created_at;Nome do Técnico;status_os;data_encerramento_prot;OLT;Regional;Motivo
Conecta+;Mudança de Endereço;Paulínia;20266248306;21/01/2026 21:50:03;Ana Souza;Finalizado;22/01/2026 19:50:03;OLT-ZTE-7;Paulínia;Mudança de Endereço
Conecta+;Reparo de Fibra;Campinas;20269384799;18/01/2026 21:50:03;Ana Souza;Finalizado;19/01/2026 06:50:03;OLT-NOKIA-4;Campinas;Reparo de Fibra
FiberTech;Reparo de Fibra;Valinhos;20269689245;26/01/2026 21:50:03;Ana Souza;Finalizado;27/01/2026 10:50:03;OLT-HUAWEI-4;Valinhos;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Americana;20261988357;08/02/2026 21:50:03;João Silva;Finalizado;09/02/2026 09:50:03;OLT-HUAWEI-4;Americana;Suporte Wi-Fi
Conecta+;Reparo de Fibra;Sumaré;20266071873;19/01/2026 21:50:03;Maria Oliveira;Finalizado;20/01/2026 04:50:03;OLT-ZTE-6;Sumaré;Reparo de Fibra
Conecta+;Reparo de Fibra;Sumaré;20262994899;29/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;30/01/2026 04:50:03;OLT-ZTE-9;Sumaré;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Valinhos;20261743583;30/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;31/01/2026 02:50:03;OLT-NOKIA-5;Valinhos;Suporte Wi-Fi
FiberTech;Reparo de Fibra;Campinas;20262984121;15/01/2026 21:50:03;João Silva;Finalizado;15/01/2026 22:50:03;OLT-HUAWEI-1;Campinas;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Valinhos;20265821605;04/01/2026 21:50:03;Carlos Santos;Finalizado;05/01/2026 11:50:03;OLT-NOKIA-9;Valinhos;Mudança de Endereço
FiberTech;Troca de Tecnologia;Americana;20261611117;08/02/2026 21:50:03;Ana Souza;Finalizado;09/02/2026 01:50:03;OLT-NOKIA-6;Americana;Troca de Tecnologia
Conecta+;Mudança de Endereço;Sumaré;20268952688;27/01/2026 21:50:03;Ana Souza;Finalizado;28/01/2026 03:50:03;OLT-HUAWEI-3;Sumaré;Mudança de Endereço
Horizon Telecom;Mudança de Endereço;Americana;20268548760;09/02/2026 21:50:03;Maria Oliveira;Finalizado;10/02/2026 09:50:03;OLT-ZTE-9;Americana;Mudança de Endereço
FiberTech;Troca de Tecnologia;Hortolândia;20269559653;13/01/2026 21:50:03;Ana Souza;Finalizado;14/01/2026 13:50:03;OLT-HUAWEI-2;Hortolândia;Troca de Tecnologia
FiberTech;Reparo de Fibra;Americana;20264831720;10/02/2026 21:50:03;Ana Souza;Finalizado;11/02/2026 14:50:03;OLT-HUAWEI-5;Americana;Reparo de Fibra
Conecta+;Troca de Tecnologia;Americana;20263824053;15/01/2026 21:50:03;Ana Souza;Finalizado;16/01/2026 20:50:03;OLT-NOKIA-10;Americana;Troca de Tecnologia
Horizon Telecom;Instalação Nova;Paulínia;20264353183;04/02/2026 21:50:03;Carlos Santos;Finalizado;05/02/2026 19:50:03;OLT-HUAWEI-4;Paulínia;Instalação Nova
Conecta+;Instalação Nova;Sumaré;20269615528;08/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;09/01/2026 04:50:03;OLT-NOKIA-5;Sumaré;Instalação Nova
Conecta+;Reparo de Fibra;Paulínia;20267460341;16/02/2026 21:50:03;João Silva;Finalizado;17/02/2026 16:50:03;OLT-NOKIA-8;Paulínia;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Valinhos;20267079987;24/01/2026 21:50:03;Maria Oliveira;Finalizado;25/01/2026 06:50:03;OLT-ZTE-3;Valinhos;Suporte Wi-Fi
Horizon Telecom;Instalação Nova;Americana;20264156998;18/01/2026 21:50:03;João Silva;Finalizado;19/01/2026 10:50:03;OLT-ZTE-9;Americana;Instalação Nova
FiberTech;Reparo de Fibra;Sumaré;20264013391;09/01/2026 21:50:03;Carlos Santos;Finalizado;10/01/2026 18:50:03;OLT-HUAWEI-4;Sumaré;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Hortolândia;20266122872;11/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;12/02/2026 11:50:03;OLT-ZTE-9;Hortolândia;Suporte Wi-Fi
FiberTech;Reparo de Fibra;Paulínia;20269587524;24/01/2026 21:50:03;João Silva;Finalizado;25/01/2026 03:50:03;OLT-HUAWEI-3;Paulínia;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Hortolândia;20268466748;05/01/2026 21:50:03;Ana Souza;Finalizado;06/01/2026 17:50:03;OLT-HUAWEI-4;Hortolândia;Mudança de Endereço
Horizon Telecom;Suporte Wi-Fi;Sumaré;20269869782;05/02/2026 21:50:03;Maria Oliveira;Finalizado;05/02/2026 22:50:03;OLT-HUAWEI-3;Sumaré;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Americana;20261128400;25/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;26/01/2026 16:50:03;OLT-HUAWEI-8;Americana;Troca de Tecnologia
Horizon Telecom;Troca de Tecnologia;Valinhos;20266963047;15/02/2026 21:50:03;João Silva;Finalizado;16/02/2026 07:50:03;OLT-ZTE-2;Valinhos;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20261036484;09/01/2026 21:50:03;Carlos Santos;Finalizado;10/01/2026 16:50:03;OLT-HUAWEI-8;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Mudança de Endereço;Campinas;20268275905;03/02/2026 21:50:03;Ana Souza;Finalizado;04/02/2026 11:50:03;OLT-ZTE-8;Campinas;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Americana;20268616354;25/01/2026 21:50:03;João Silva;Finalizado;26/01/2026 12:50:03;OLT-HUAWEI-3;Americana;Reparo de Fibra
FiberTech;Mudança de Endereço;Paulínia;20262519650;16/02/2026 21:50:03;Ana Souza;Finalizado;17/02/2026 13:50:03;OLT-NOKIA-4;Paulínia;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Sumaré;20268335360;04/02/2026 21:50:03;Carlos Santos;Finalizado;05/02/2026 20:50:03;OLT-ZTE-10;Sumaré;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Hortolândia;20269538368;23/01/2026 21:50:03;João Silva;Finalizado;23/01/2026 23:50:03;OLT-ZTE-1;Hortolândia;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Valinhos;20267394645;12/01/2026 21:50:03;João Silva;Finalizado;13/01/2026 21:50:03;OLT-ZTE-4;Valinhos;Mudança de Endereço
FiberTech;Instalação Nova;Paulínia;20262252761;05/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;06/02/2026 14:50:03;OLT-ZTE-9;Paulínia;Instalação Nova
FiberTech;Mudança de Endereço;Americana;20264517821;05/01/2026 21:50:03;Maria Oliveira;Finalizado;06/01/2026 17:50:03;OLT-ZTE-1;Americana;Mudança de Endereço
Horizon Telecom;Troca de Tecnologia;Sumaré;20264403799;01/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;02/02/2026 10:50:03;OLT-NOKIA-1;Sumaré;Troca de Tecnologia
Conecta+;Troca de Tecnologia;Sumaré;20264848919;17/02/2026 21:50:03;Maria Oliveira;Finalizado;18/02/2026 11:50:03;OLT-ZTE-8;Sumaré;Troca de Tecnologia
FiberTech;Instalação Nova;Campinas;20265351849;15/02/2026 21:50:03;João Silva;Finalizado;16/02/2026 19:50:03;OLT-ZTE-2;Campinas;Instalação Nova
Conecta+;Suporte Wi-Fi;Campinas;20264519092;12/02/2026 21:50:03;João Silva;Finalizado;13/02/2026 12:50:03;OLT-NOKIA-1;Campinas;Suporte Wi-Fi
FiberTech;Mudança de Endereço;Sumaré;20265829685;15/02/2026 21:50:03;Carlos Santos;Finalizado;16/02/2026 14:50:03;OLT-HUAWEI-8;Sumaré;Mudança de Endereço
Conecta+;Mudança de Endereço;Americana;20264028604;23/01/2026 21:50:03;João Silva;Finalizado;24/01/2026 21:50:03;OLT-HUAWEI-9;Americana;Mudança de Endereço
FiberTech;Instalação Nova;Americana;20264760173;12/01/2026 21:50:03;João Silva;Finalizado;13/01/2026 10:50:03;OLT-HUAWEI-6;Americana;Instalação Nova
Horizon Telecom;Troca de Tecnologia;Sumaré;20269994614;06/02/2026 21:50:03;Carlos Santos;Finalizado;07/02/2026 08:50:03;OLT-NOKIA-2;Sumaré;Troca de Tecnologia
Conecta+;Mudança de Endereço;Paulínia;20263404026;16/01/2026 21:50:03;Maria Oliveira;Finalizado;16/01/2026 22:50:03;OLT-NOKIA-7;Paulínia;Mudança de Endereço
FiberTech;Instalação Nova;Paulínia;20268226942;12/01/2026 21:50:03;João Silva;Finalizado;13/01/2026 13:50:03;OLT-ZTE-2;Paulínia;Instalação Nova
FiberTech;Instalação Nova;Campinas;20265654861;10/01/2026 21:50:03;João Silva;Finalizado;11/01/2026 11:50:03;OLT-NOKIA-10;Campinas;Instalação Nova
Conecta+;Instalação Nova;Valinhos;20267172667;29/01/2026 21:50:03;João Silva;Finalizado;29/01/2026 22:50:03;OLT-ZTE-1;Valinhos;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Valinhos;20262927655;01/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;01/02/2026 23:50:03;OLT-NOKIA-9;Valinhos;Suporte Wi-Fi
FiberTech;Reparo de Fibra;Campinas;20265444142;05/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;06/01/2026 02:50:03;OLT-HUAWEI-4;Campinas;Reparo de Fibra
FiberTech;Troca de Tecnologia;Valinhos;20268173285;14/02/2026 21:50:03;Carlos Santos;Finalizado;15/02/2026 14:50:03;OLT-ZTE-5;Valinhos;Troca de Tecnologia
Horizon Telecom;Troca de Tecnologia;Valinhos;20267754619;05/01/2026 21:50:03;João Silva;Finalizado;05/01/2026 22:50:03;OLT-HUAWEI-5;Valinhos;Troca de Tecnologia
FiberTech;Mudança de Endereço;Campinas;20266334472;05/01/2026 21:50:03;Carlos Santos;Finalizado;06/01/2026 17:50:03;OLT-NOKIA-10;Campinas;Mudança de Endereço
Conecta+;Reparo de Fibra;Campinas;20267949558;13/01/2026 21:50:03;Ana Souza;Finalizado;14/01/2026 10:50:03;OLT-HUAWEI-2;Campinas;Reparo de Fibra
Conecta+;Reparo de Fibra;Paulínia;20269799358;30/01/2026 21:50:03;Maria Oliveira;Finalizado;31/01/2026 03:50:03;OLT-ZTE-7;Paulínia;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Sumaré;20265191007;09/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;10/01/2026 17:50:03;OLT-ZTE-3;Sumaré;Suporte Wi-Fi
Conecta+;Troca de Tecnologia;Sumaré;20267426417;08/02/2026 21:50:03;Ana Souza;Finalizado;09/02/2026 00:50:03;OLT-ZTE-3;Sumaré;Troca de Tecnologia
Conecta+;Mudança de Endereço;Campinas;20265741140;10/02/2026 21:50:03;Carlos Santos;Finalizado;11/02/2026 18:50:03;OLT-ZTE-1;Campinas;Mudança de Endereço
Horizon Telecom;Instalação Nova;Valinhos;20269588358;09/02/2026 21:50:03;Maria Oliveira;Finalizado;10/02/2026 11:50:03;OLT-NOKIA-9;Valinhos;Instalação Nova
Horizon Telecom;Troca de Tecnologia;Hortolândia;20268998790;22/01/2026 21:50:03;Ana Souza;Finalizado;23/01/2026 13:50:03;OLT-ZTE-8;Hortolândia;Troca de Tecnologia
FiberTech;Reparo de Fibra;Valinhos;20263917347;12/02/2026 21:50:03;Maria Oliveira;Finalizado;13/02/2026 21:50:03;OLT-HUAWEI-8;Valinhos;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Americana;20263519693;22/01/2026 21:50:03;João Silva;Finalizado;23/01/2026 15:50:03;OLT-ZTE-9;Americana;Troca de Tecnologia
FiberTech;Reparo de Fibra;Paulínia;20269283673;12/02/2026 21:50:03;João Silva;Finalizado;13/02/2026 13:50:03;OLT-NOKIA-6;Paulínia;Reparo de Fibra
Conecta+;Reparo de Fibra;Sumaré;20261665673;24/01/2026 21:50:03;Carlos Santos;Finalizado;25/01/2026 19:50:03;OLT-NOKIA-3;Sumaré;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Valinhos;20261825046;10/02/2026 21:50:03;Carlos Santos;Finalizado;11/02/2026 20:50:03;OLT-NOKIA-8;Valinhos;Reparo de Fibra
FiberTech;Troca de Tecnologia;Valinhos;20266737598;11/01/2026 21:50:03;Carlos Santos;Finalizado;12/01/2026 11:50:03;OLT-HUAWEI-5;Valinhos;Troca de Tecnologia
Horizon Telecom;Troca de Tecnologia;Campinas;20263044620;29/01/2026 21:50:03;João Silva;Finalizado;30/01/2026 08:50:03;OLT-NOKIA-4;Campinas;Troca de Tecnologia
FiberTech;Troca de Tecnologia;Americana;20264724312;31/01/2026 21:50:03;Carlos Santos;Finalizado;01/02/2026 08:50:03;OLT-HUAWEI-10;Americana;Troca de Tecnologia
FiberTech;Reparo de Fibra;Hortolândia;20266844323;31/01/2026 21:50:03;Maria Oliveira;Finalizado;01/02/2026 13:50:03;OLT-NOKIA-7;Hortolândia;Reparo de Fibra
FiberTech;Mudança de Endereço;Paulínia;20262501984;07/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;08/02/2026 13:50:03;OLT-NOKIA-7;Paulínia;Mudança de Endereço
FiberTech;Mudança de Endereço;Campinas;20264610520;07/02/2026 21:50:03;Ana Souza;Finalizado;08/02/2026 08:50:03;OLT-NOKIA-2;Campinas;Mudança de Endereço
Conecta+;Reparo de Fibra;Americana;20267611820;03/02/2026 21:50:03;João Silva;Finalizado;03/02/2026 23:50:03;OLT-ZTE-3;Americana;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Sumaré;20263438419;17/01/2026 21:50:03;Maria Oliveira;Finalizado;18/01/2026 07:50:03;OLT-ZTE-10;Sumaré;Suporte Wi-Fi
FiberTech;Reparo de Fibra;Americana;20268045208;12/02/2026 21:50:03;Maria Oliveira;Finalizado;12/02/2026 23:50:03;OLT-ZTE-3;Americana;Reparo de Fibra
FiberTech;Reparo de Fibra;Valinhos;20266663683;28/01/2026 21:50:03;Ana Souza;Finalizado;29/01/2026 07:50:03;OLT-NOKIA-6;Valinhos;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Sumaré;20265935822;03/02/2026 21:50:03;Carlos Santos;Finalizado;04/02/2026 13:50:03;OLT-HUAWEI-2;Sumaré;Mudança de Endereço
Horizon Telecom;Troca de Tecnologia;Sumaré;20263105226;11/02/2026 21:50:03;Maria Oliveira;Finalizado;12/02/2026 21:50:03;OLT-NOKIA-6;Sumaré;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Valinhos;20261352365;18/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;19/01/2026 14:50:03;OLT-HUAWEI-2;Valinhos;Suporte Wi-Fi
Conecta+;Troca de Tecnologia;Hortolândia;20269839916;12/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;13/02/2026 13:50:03;OLT-NOKIA-1;Hortolândia;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Sumaré;20267053321;08/01/2026 21:50:03;Carlos Santos;Finalizado;08/01/2026 23:50:03;OLT-ZTE-3;Sumaré;Suporte Wi-Fi
Conecta+;Suporte Wi-Fi;Americana;20263570019;11/01/2026 21:50:03;Carlos Santos;Finalizado;12/01/2026 11:50:03;OLT-ZTE-5;Americana;Suporte Wi-Fi
FiberTech;Reparo de Fibra;Paulínia;20265489360;22/01/2026 21:50:03;Maria Oliveira;Finalizado;23/01/2026 08:50:03;OLT-NOKIA-10;Paulínia;Reparo de Fibra
FiberTech;Mudança de Endereço;Hortolândia;20262178705;23/01/2026 21:50:03;Maria Oliveira;Finalizado;24/01/2026 21:50:03;OLT-NOKIA-6;Hortolândia;Mudança de Endereço
Horizon Telecom;Suporte Wi-Fi;Valinhos;20269987237;22/01/2026 21:50:03;João Silva;Finalizado;22/01/2026 22:50:03;OLT-ZTE-6;Valinhos;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Sumaré;20266371716;04/01/2026 21:50:03;Maria Oliveira;Finalizado;05/01/2026 10:50:03;OLT-ZTE-5;Sumaré;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Campinas;20269394503;02/02/2026 21:50:03;João Silva;Finalizado;03/02/2026 07:50:03;OLT-ZTE-3;Campinas;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Americana;20268520764;23/01/2026 21:50:03;Maria Oliveira;Finalizado;24/01/2026 04:50:03;OLT-ZTE-3;Americana;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Campinas;20262670936;18/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;19/01/2026 16:50:03;OLT-HUAWEI-4;Campinas;Mudança de Endereço
FiberTech;Mudança de Endereço;Campinas;20269331910;08/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;09/02/2026 15:50:03;OLT-ZTE-6;Campinas;Mudança de Endereço
FiberTech;Reparo de Fibra;Americana;20264399965;07/02/2026 21:50:03;João Silva;Finalizado;07/02/2026 22:50:03;OLT-ZTE-9;Americana;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Americana;20268734906;04/02/2026 21:50:03;Carlos Santos;Finalizado;04/02/2026 22:50:03;OLT-NOKIA-2;Americana;Suporte Wi-Fi
Conecta+;Instalação Nova;Campinas;20269430931;01/02/2026 21:50:03;Ana Souza;Finalizado;02/02/2026 08:50:03;OLT-NOKIA-2;Campinas;Instalação Nova
FiberTech;Instalação Nova;Paulínia;20268079114;16/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;17/02/2026 11:50:03;OLT-ZTE-4;Paulínia;Instalação Nova
FiberTech;Reparo de Fibra;Campinas;20269513379;09/02/2026 21:50:03;Ana Souza;Finalizado;10/02/2026 09:50:03;OLT-ZTE-9;Campinas;Reparo de Fibra
Conecta+;Suporte Wi-Fi;Americana;20261708466;12/02/2026 21:50:03;Maria Oliveira;Finalizado;13/02/2026 03:50:03;OLT-NOKIA-2;Americana;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Americana;20268120043;04/01/2026 21:50:03;João Silva;Finalizado;05/01/2026 13:50:03;OLT-ZTE-2;Americana;Troca de Tecnologia
Conecta+;Suporte Wi-Fi;Campinas;20262671569;01/02/2026 21:50:03;Carlos Santos;Finalizado;02/02/2026 13:50:03;OLT-NOKIA-1;Campinas;Suporte Wi-Fi
Conecta+;Reparo de Fibra;Hortolândia;20265368188;03/02/2026 21:50:03;Carlos Santos;Finalizado;04/02/2026 13:50:03;OLT-NOKIA-10;Hortolândia;Reparo de Fibra
FiberTech;Reparo de Fibra;Americana;20262474917;31/01/2026 21:50:03;Ana Souza;Finalizado;01/02/2026 02:50:03;OLT-ZTE-3;Americana;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Sumaré;20264474274;27/01/2026 21:50:03;Ana Souza;Finalizado;28/01/2026 19:50:03;OLT-HUAWEI-4;Sumaré;Mudança de Endereço
FiberTech;Reparo de Fibra;Campinas;20264858744;10/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;11/02/2026 13:50:03;OLT-ZTE-7;Campinas;Reparo de Fibra
FiberTech;Instalação Nova;Americana;20264732110;03/02/2026 21:50:03;Maria Oliveira;Finalizado;04/02/2026 01:50:03;OLT-HUAWEI-10;Americana;Instalação Nova
Horizon Telecom;Instalação Nova;Hortolândia;20267964896;07/02/2026 21:50:03;João Silva;Finalizado;07/02/2026 22:50:03;OLT-HUAWEI-2;Hortolândia;Instalação Nova
Horizon Telecom;Mudança de Endereço;Americana;20263194377;11/01/2026 21:50:03;Maria Oliveira;Finalizado;12/01/2026 05:50:03;OLT-ZTE-7;Americana;Mudança de Endereço
Conecta+;Troca de Tecnologia;Paulínia;20264033605;08/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;09/02/2026 12:50:03;OLT-NOKIA-7;Paulínia;Troca de Tecnologia
Conecta+;Reparo de Fibra;Americana;20264080355;07/02/2026 21:50:03;Ana Souza;Finalizado;08/02/2026 18:50:03;OLT-HUAWEI-1;Americana;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Campinas;20266795262;08/02/2026 21:50:03;Carlos Santos;Finalizado;09/02/2026 01:50:03;OLT-ZTE-10;Campinas;Reparo de Fibra
FiberTech;Instalação Nova;Americana;20263981124;30/01/2026 21:50:03;Carlos Santos;Finalizado;31/01/2026 18:50:03;OLT-NOKIA-6;Americana;Instalação Nova
Horizon Telecom;Reparo de Fibra;Valinhos;20265531379;31/01/2026 21:50:03;Carlos Santos;Finalizado;01/02/2026 12:50:03;OLT-NOKIA-4;Valinhos;Reparo de Fibra
Horizon Telecom;Instalação Nova;Sumaré;20262367167;16/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;17/02/2026 12:50:03;OLT-NOKIA-5;Sumaré;Instalação Nova
FiberTech;Instalação Nova;Paulínia;20268179385;24/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;25/01/2026 18:50:03;OLT-NOKIA-9;Paulínia;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Valinhos;20262681816;18/01/2026 21:50:03;Carlos Santos;Finalizado;19/01/2026 11:50:03;OLT-HUAWEI-8;Valinhos;Suporte Wi-Fi
FiberTech;Suporte Wi-Fi;Hortolândia;20265367250;14/02/2026 21:50:03;Ana Souza;Finalizado;15/02/2026 19:50:03;OLT-ZTE-10;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Paulínia;20268875604;04/01/2026 21:50:03;João Silva;Finalizado;04/01/2026 23:50:03;OLT-NOKIA-1;Paulínia;Troca de Tecnologia
FiberTech;Mudança de Endereço;Americana;20263870194;13/02/2026 21:50:03;João Silva;Finalizado;13/02/2026 23:50:03;OLT-NOKIA-7;Americana;Mudança de Endereço
FiberTech;Mudança de Endereço;Americana;20263780420;16/02/2026 21:50:03;Maria Oliveira;Finalizado;17/02/2026 01:50:03;OLT-ZTE-10;Americana;Mudança de Endereço
Conecta+;Reparo de Fibra;Sumaré;20268613777;01/02/2026 21:50:03;Carlos Santos;Finalizado;02/02/2026 09:50:03;OLT-NOKIA-3;Sumaré;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Valinhos;20268969532;07/01/2026 21:50:03;Ana Souza;Finalizado;08/01/2026 05:50:03;OLT-ZTE-6;Valinhos;Reparo de Fibra
FiberTech;Reparo de Fibra;Hortolândia;20267444070;02/02/2026 21:50:03;Carlos Santos;Finalizado;03/02/2026 03:50:03;OLT-ZTE-7;Hortolândia;Reparo de Fibra
Conecta+;Mudança de Endereço;Valinhos;20265864422;16/02/2026 21:50:03;Maria Oliveira;Finalizado;16/02/2026 22:50:03;OLT-ZTE-4;Valinhos;Mudança de Endereço
Conecta+;Instalação Nova;Campinas;20267786134;12/01/2026 21:50:03;Maria Oliveira;Finalizado;13/01/2026 21:50:03;OLT-NOKIA-3;Campinas;Instalação Nova
FiberTech;Suporte Wi-Fi;Hortolândia;20264728628;19/01/2026 21:50:03;Carlos Santos;Finalizado;20/01/2026 02:50:03;OLT-HUAWEI-3;Hortolândia;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Hortolândia;20261245462;22/01/2026 21:50:03;João Silva;Finalizado;23/01/2026 18:50:03;OLT-HUAWEI-7;Hortolândia;Troca de Tecnologia
FiberTech;Reparo de Fibra;Campinas;20267351725;10/02/2026 21:50:03;Ana Souza;Finalizado;11/02/2026 00:50:03;OLT-NOKIA-10;Campinas;Reparo de Fibra
Conecta+;Instalação Nova;Valinhos;20263132871;13/01/2026 21:50:03;Ana Souza;Finalizado;14/01/2026 15:50:03;OLT-NOKIA-6;Valinhos;Instalação Nova
Conecta+;Reparo de Fibra;Americana;20266291796;11/01/2026 21:50:03;Ana Souza;Finalizado;11/01/2026 22:50:03;OLT-NOKIA-5;Americana;Reparo de Fibra
FiberTech;Instalação Nova;Hortolândia;20262336087;12/01/2026 21:50:03;Carlos Santos;Finalizado;13/01/2026 18:50:03;OLT-HUAWEI-7;Hortolândia;Instalação Nova
FiberTech;Mudança de Endereço;Paulínia;20262301196;24/01/2026 21:50:03;Carlos Santos;Finalizado;25/01/2026 17:50:03;OLT-ZTE-3;Paulínia;Mudança de Endereço
Conecta+;Reparo de Fibra;Hortolândia;20268289109;27/01/2026 21:50:03;Maria Oliveira;Finalizado;28/01/2026 13:50:03;OLT-ZTE-5;Hortolândia;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Campinas;20262943845;25/01/2026 21:50:03;Carlos Santos;Finalizado;25/01/2026 23:50:03;OLT-NOKIA-9;Campinas;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20262967578;13/01/2026 21:50:03;João Silva;Finalizado;14/01/2026 05:50:03;OLT-HUAWEI-2;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Reparo de Fibra;Americana;20268852598;08/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;09/01/2026 19:50:03;OLT-NOKIA-4;Americana;Reparo de Fibra
Conecta+;Reparo de Fibra;Campinas;20268475844;11/01/2026 21:50:03;Carlos Santos;Finalizado;12/01/2026 10:50:03;OLT-ZTE-1;Campinas;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Valinhos;20263275962;12/01/2026 21:50:03;Ana Souza;Finalizado;13/01/2026 01:50:03;OLT-HUAWEI-9;Valinhos;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Campinas;20269364481;31/01/2026 21:50:03;Ana Souza;Finalizado;01/02/2026 07:50:03;OLT-HUAWEI-3;Campinas;Mudança de Endereço
Horizon Telecom;Mudança de Endereço;Campinas;20269491553;03/02/2026 21:50:03;Ana Souza;Finalizado;04/02/2026 16:50:03;OLT-ZTE-10;Campinas;Mudança de Endereço
FiberTech;Mudança de Endereço;Paulínia;20267811776;04/01/2026 21:50:03;Maria Oliveira;Finalizado;05/01/2026 20:50:03;OLT-NOKIA-7;Paulínia;Mudança de Endereço
Horizon Telecom;Mudança de Endereço;Sumaré;20266141901;09/02/2026 21:50:03;Carlos Santos;Finalizado;10/02/2026 09:50:03;OLT-ZTE-5;Sumaré;Mudança de Endereço
Conecta+;Reparo de Fibra;Valinhos;20265567481;11/02/2026 21:50:03;Maria Oliveira;Finalizado;12/02/2026 16:50:03;OLT-ZTE-2;Valinhos;Reparo de Fibra
FiberTech;Troca de Tecnologia;Hortolândia;20267666760;15/01/2026 21:50:03;Carlos Santos;Finalizado;16/01/2026 13:50:03;OLT-HUAWEI-8;Hortolândia;Troca de Tecnologia
Conecta+;Reparo de Fibra;Paulínia;20268520844;10/02/2026 21:50:03;Ana Souza;Finalizado;10/02/2026 23:50:03;OLT-HUAWEI-6;Paulínia;Reparo de Fibra
Conecta+;Troca de Tecnologia;Hortolândia;20264220373;16/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;17/02/2026 16:50:03;OLT-NOKIA-6;Hortolândia;Troca de Tecnologia
FiberTech;Mudança de Endereço;Campinas;20262038437;10/01/2026 21:50:03;Ana Souza;Finalizado;11/01/2026 13:50:03;OLT-NOKIA-7;Campinas;Mudança de Endereço
FiberTech;Instalação Nova;Campinas;20262854959;01/02/2026 21:50:03;Ana Souza;Finalizado;02/02/2026 08:50:03;OLT-ZTE-4;Campinas;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Americana;20267307384;26/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;27/01/2026 20:50:03;OLT-ZTE-8;Americana;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Sumaré;20268896975;29/01/2026 21:50:03;Ana Souza;Finalizado;30/01/2026 13:50:03;OLT-NOKIA-5;Sumaré;Troca de Tecnologia
